Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2465,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,25.0,1998.0,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
2466,Carlos Soler,es ESP,"MF,FW",West Ham,eng Premier League,27.0,1997.0,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21
2467,Julio Soler,ar ARG,"DF,FW",Bournemouth,eng Premier League,19.0,2005.0,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,Oumar Solet,fr FRA,DF,Udinese,it Serie A,24.0,2000.0,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2.0,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11
2469,Jhon Solis,co COL,MF,Girona,es La Liga,19.0,2004.0,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0.0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12
2470,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,27.0,1997.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,Yann Sommer,ch SUI,GK,Inter,it Serie A,35.0,1988.0,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,David Soria,es ESP,GK,Getafe,es La Liga,31.0,1993.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,Juan Soriano,es ESP,GK,Leganés,es La Liga,26.0,1997.0,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,Borna Sosa,hr CRO,DF,Torino,it Serie A,26.0,1998.0,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
2475,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,24.0,1999.0,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,6,17,0.31,0.0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45
2476,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20.0,2003.0,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.2,0.2,1.7,1.8,21,83,38,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13
2477,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,33.0,1990.0,31,22,1794,19.9,1,1,2,1,0,0,2,1,4.6,4.6,1.5,6.1,44,105,170,0.05,0.05,0.1,0.05,0.1,0.23,0.07,0.31,0.23,0.31
2478,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25.0,1999.0,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
2479,Riccardo Sottil,it ITA,"FW,MF",Milan,it Serie A,25.0,1999.0,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.36,0.13,0.36
2480,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29.0,1995.0,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27
2481,Matìas Soulé,ar ARG,"MF,DF",Roma,it Serie A,21.0,2003.0,27,22,1781,19.8,5,5,10,5,0,0,3,0,3.0,3.0,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42
2482,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25.0,1999.0,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2483,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23.0,2000.0,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33
2484,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,27.0,1997.0,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4.0,23,100,50,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18
2485,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22.0,2002.0,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.0,0.09,0.09,0.0,0.09,0.03,0.01,0.04,0.03,0.04
2486,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22.0,2002.0,9,9,799,8.9,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.1,2,15,0,0.11,0.0,0.11,0.11,0.11,0.07,0.05,0.12,0.07,0.12
2487,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,23.0,2000.0,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12
2488,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31.0,1993.0,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.8,0.8,3.5,4.2,83,88,81,0.06,0.06,0.12,0.06,0.12,0.05,0.21,0.25,0.05,0.25
2489,Marco Sportiello,it ITA,GK,Milan,it Serie A,32.0,1992.0,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,Anton Stach,de GER,"MF,DF",Hoffenheim,de Bundesliga,25.0,1998.0,30,29,2585,28.7,1,2,3,1,0,0,8,0,2.0,2.0,2.2,4.2,33,152,36,0.03,0.07,0.1,0.03,0.1,0.07,0.08,0.15,0.07,0.15
2491,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27.0,1996.0,28,26,2204,24.5,10,5,15,10,0,0,10,0,7.2,7.2,2.8,10.0,28,104,89,0.41,0.2,0.61,0.41,0.61,0.29,0.12,0.41,0.29,0.41
2492,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24.0,2000.0,14,9,876,9.7,0,2,2,0,0,0,0,0,0.3,0.3,1.5,1.8,20,76,30,0.0,0.21,0.21,0.0,0.21,0.03,0.15,0.18,0.03,0.18
2493,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22.0,2002.0,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,21.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29.0,1995.0,28,26,2270,25.2,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,11,66,1,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
2496,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29.0,1995.0,26,25,2106,23.4,0,1,1,0,0,0,6,1,1.1,1.1,0.1,1.2,7,62,3,0.0,0.04,0.04,0.0,0.04,0.05,0.0,0.05,0.05,0.05
2497,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,19.0,2004.0,28,23,1887,21.0,12,4,16,12,0,0,4,0,7.0,7.0,3.4,10.4,26,35,149,0.57,0.19,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52
2498,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33.0,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,19.0,2004.0,23,9,944,10.5,3,0,3,3,0,0,1,0,5.2,5.2,0.2,5.4,6,9,50,0.29,0.0,0.29,0.29,0.29,0.5,0.02,0.52,0.5,0.52
2500,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28.0,1996.0,10,4,290,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,12,16,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.28,0.1,0.28
2501,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,30.0,1994.0,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05
2502,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22.0,2002.0,12,11,852,9.5,1,2,3,1,0,0,0,1,1.1,1.1,0.9,2.0,11,39,32,0.11,0.21,0.32,0.11,0.32,0.11,0.1,0.21,0.11,0.21
2503,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,29.0,1994.0,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34
2504,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17.0,2007.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
2505,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21.0,2003.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,Ross Stewart,sct SCO,FW,Southampton,eng Premier League,28.0,1996.0,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25
2507,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23.0,2001.0,32,31,2741,30.5,1,8,9,1,0,0,6,0,1.8,1.8,7.2,9.0,39,289,69,0.03,0.26,0.3,0.03,0.3,0.06,0.24,0.29,0.06,0.29
2508,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,30.0,1993.0,31,16,1551,17.2,3,3,6,1,2,2,3,0,3.9,2.3,5.3,7.6,40,121,95,0.17,0.17,0.35,0.06,0.23,0.22,0.31,0.53,0.13,0.44
2509,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,30.0,1993.0,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3
2510,Petar Stojanović,si SVN,MF,Empoli,it Serie A,28.0,1995.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,23.0,2000.0,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30.0,1994.0,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08
2513,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,24.0,2000.0,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46
2514,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27.0,1997.0,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,80,106,190,0.21,0.14,0.34,0.21,0.34,0.13,0.13,0.26,0.13,0.26
2515,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37.0,1986.0,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,2,10,36,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54
2516,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31.0,1993.0,30,30,2460,27.3,0,0,0,0,0,0,12,0,0.5,0.5,0.1,0.6,6,53,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2517,Denis Suárez,es ESP,MF,Villarreal,es La Liga,30.0,1994.0,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,27,35,24,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36
2518,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26.0,1997.0,30,23,2163,24.0,0,6,6,0,0,0,0,0,0.8,0.8,3.8,4.7,42,109,118,0.0,0.25,0.25,0.0,0.25,0.03,0.16,0.19,0.03,0.19
2519,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,21.0,2002.0,29,21,1792,19.9,1,1,2,1,0,0,4,0,3.3,3.3,2.6,5.9,30,79,56,0.05,0.05,0.1,0.05,0.1,0.17,0.13,0.3,0.17,0.3
2520,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,eng Premier League,24.0,2000.0,30,16,1557,17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16
2521,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28.0,1995.0,15,12,1053,11.7,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,15,47,10,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
2522,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21.0,2003.0,9,3,283,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.6,2,12,2,0.64,0.0,0.64,0.64,0.64,0.18,0.01,0.19,0.18,0.19
2523,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,22.0,2002.0,26,17,1402,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,63,27,87,0.06,0.06,0.13,0.06,0.13,0.1,0.06,0.16,0.1,0.16
2524,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,22.0,2001.0,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38
2525,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22.0,2002.0,31,27,2080,23.1,0,1,1,0,0,0,7,1,1.6,1.6,1.9,3.5,39,82,77,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15
2526,Suso,es ESP,"FW,MF",Sevilla,es La Liga,30.0,1993.0,16,4,606,6.7,0,2,2,0,0,0,3,0,0.7,0.7,1.6,2.3,20,43,74,0.0,0.3,0.3,0.0,0.3,0.11,0.24,0.35,0.11,0.35
2527,Zion Suzuki,jp JPN,GK,Parma,it Serie A,21.0,2002.0,37,37,3314,36.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25.0,1999.0,20,14,1219,13.5,3,1,4,3,0,0,4,0,3.6,3.6,1.7,5.4,11,36,39,0.22,0.07,0.3,0.22,0.3,0.27,0.13,0.4,0.27,0.4
2529,Daniel Svensson,se SWE,"DF,FW",Dortmund,de Bundesliga,22.0,2002.0,12,8,781,8.7,1,3,4,1,0,0,0,0,0.8,0.8,1.2,1.9,11,41,51,0.12,0.35,0.46,0.12,0.46,0.09,0.14,0.22,0.09,0.22
2530,Marin Šverko,hr CRO,DF,Venezia,it Serie A,26.0,1998.0,16,12,1117,12.4,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,8,38,1,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.05,0.03,0.05
2531,Mile Svilar,rs SRB,GK,Roma,it Serie A,24.0,1999.0,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,Michael Svoboda,at AUT,DF,Venezia,it Serie A,25.0,1998.0,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,13,43,5,0.07,0.0,0.07,0.07,0.07,0.01,0.04,0.06,0.01,0.06
2533,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,20.0,2004.0,32,15,1348,15.0,4,5,9,4,0,0,1,0,5.2,5.2,2.6,7.9,34,28,116,0.27,0.33,0.6,0.27,0.6,0.35,0.17,0.52,0.35,0.52
2534,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,2002.0,21,10,950,10.6,1,0,1,1,0,0,2,1,0.4,0.4,0.1,0.5,0,21,3,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05
2535,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30.0,1994.0,19,15,1156,12.8,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.4,33,53,46,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.19,0.15,0.19
2536,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30.0,1994.0,29,17,1583,17.6,5,1,6,1,4,4,5,0,5.1,2.0,1.7,3.6,15,22,52,0.28,0.06,0.34,0.06,0.11,0.29,0.09,0.39,0.11,0.21
2537,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34.0,1990.0,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,28.0,1995.0,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33
2539,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23.0,2000.0,36,29,2491,27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53
2540,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,28.0,1995.0,35,15,1566,17.4,20,2,22,19,1,1,4,0,16.8,16.0,1.6,17.6,32,31,81,1.15,0.11,1.26,1.09,1.21,0.97,0.09,1.06,0.92,1.01
2541,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27.0,1997.0,15,12,1116,12.4,2,1,3,2,0,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33
2542,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,27.0,1997.0,11,7,567,6.3,1,0,1,1,0,0,1,0,2.4,2.4,1.3,3.8,21,8,39,0.16,0.0,0.16,0.16,0.16,0.39,0.21,0.6,0.39,0.6
2543,Haris Tabakovic,ba BIH,FW,Hoffenheim,de Bundesliga,30.0,1994.0,22,6,821,9.1,3,1,4,3,0,0,0,0,3.3,3.3,1.2,4.6,4,7,45,0.33,0.11,0.44,0.33,0.44,0.37,0.14,0.5,0.37,0.5
2544,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31.0,1992.0,24,22,1902,21.1,3,1,4,3,0,0,7,0,3.0,3.0,0.8,3.8,31,97,81,0.14,0.05,0.19,0.14,0.19,0.14,0.04,0.18,0.14,0.18
2545,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,28.0,1996.0,33,33,2970,33.0,3,0,3,3,0,0,3,0,1.1,1.1,0.4,1.5,15,169,9,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05
2546,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,30.0,1994.0,20,9,649,7.2,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,16,23,21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
2547,Axel Tapé,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,16.0,2007.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,5,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
2548,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29.0,1995.0,34,28,2424,26.9,1,0,1,1,0,0,8,0,0.6,0.6,0.4,1.0,17,83,20,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
2549,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25.0,1999.0,29,29,2507,27.9,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.3,52,164,17,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
2550,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32.0,1992.0,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.14,0.29,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15
2551,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32.0,1992.0,26,7,816,9.1,1,2,3,0,1,1,1,0,3.5,2.7,1.6,4.2,10,25,47,0.11,0.22,0.33,0.0,0.22,0.38,0.17,0.56,0.3,0.47
2552,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,28.0,1995.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22.0,2002.0,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08
2554,James Tarkowski,eng ENG,DF,Everton,eng Premier League,31.0,1992.0,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13
2555,César Tárrega,es ESP,DF,Valencia,es La Liga,22.0,2002.0,34,34,3026,33.6,2,0,2,2,0,0,7,0,1.9,1.9,0.1,2.1,20,79,1,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06
2556,Nuno Tavares,pt POR,DF,Lazio,it Serie A,24.0,2000.0,23,22,1686,18.7,0,8,8,0,0,0,4,1,1.1,1.1,4.8,5.9,98,111,100,0.0,0.43,0.43,0.0,0.43,0.06,0.26,0.32,0.06,0.32
2557,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25.0,1999.0,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44
2558,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,30.0,1993.0,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2559,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26.0,1998.0,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13
2560,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,20.0,2003.0,24,6,660,7.3,1,0,1,1,0,0,4,1,2.5,2.5,0.6,3.1,22,20,66,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
2561,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,22.0,2001.0,36,36,3167,35.2,2,3,5,2,0,0,7,1,1.6,1.6,2.8,4.5,88,72,163,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13
2562,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,21.0,2002.0,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.7,44,62,95,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
2563,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,es La Liga,24.0,2000.0,32,31,2689,29.9,0,0,0,0,0,0,5,0,1.7,1.7,0.6,2.2,19,154,13,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07
2564,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28.0,1996.0,28,13,1238,13.8,1,4,5,1,0,0,2,0,0.6,0.6,2.9,3.5,27,46,72,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26
2565,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20.0,2004.0,4,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,6,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.21,0.16,0.21
2566,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19.0,2005.0,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.5,4.7,28,21,72,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.54,0.22,0.46
2567,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19.0,2005.0,8,2,256,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,6,9,34,0.0,0.35,0.35,0.0,0.35,0.26,0.1,0.36,0.26,0.36
2568,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25.0,1999.0,27,17,1359,15.1,2,4,6,2,0,0,1,0,3.1,3.1,1.5,4.6,38,22,130,0.13,0.26,0.4,0.13,0.4,0.2,0.1,0.31,0.2,0.31
